,name,mission_title,hours_mission,decade_of_mission,year_of_mission,sex,year_of_birth,nationality,total_number_of_missions,total_hrs_sum
764,"Linenger, Jerry M.",STS-64,262.0,1990,1994,male,1955,U.S.,2,3218.83
765,"Linenger, Jerry M.",22,3172.0,1990,1997,male,1955,U.S.,2,3218.83
766,"Wilcutt, Terrence W.",STS-68,269.0,1990,1994,male,1949,U.S.,4,1008.0
767,"Wilcutt, Terrence W.",STS-79,243.0,1990,1996,male,1949,U.S.,4,1008.0
768,"Wilcutt, Terrence W.",STS-89,211.0,1990,1998,male,1949,U.S.,4,1008.0
769,"Wilcutt, Terrence W.",STS-106,283.0,2000,2000,male,1949,U.S.,4,1008.0
770,"Smith, Steven L.",STS-68,264.0,1990,1994,male,1958,U.S.,4,960.0
771,"Smith, Steven L.",STS-82,240.0,1990,1997,male,1958,U.S.,4,960.0
772,"Smith, Steven L.",STS-103,192.0,1990,1999,male,1958,U.S.,4,960.0
773,"Smith, Steven L.",STS-110,264.0,2000,2002,male,1958,U.S.,4,960.0
774,"Kondakova, Yelena V.",17,4061.0,1990,1994,female,1957,U.S.S.R/Russia,2,4282.68
775,"Kondakova, Yelena V.",23,221.0,1990,1997,female,1957,U.S.S.R/Russia,2,4282.68
776,"Tanner, Joseph R.",STS-66,262.0,1990,1994,male,1950,U.S.,4,1045.25
777,"Tanner, Joseph R.",STS-82,239.0,1990,1997,male,1950,U.S.,4,1045.25
778,"Tanner, Joseph R.",STS-97,259.0,2000,2000,male,1950,U.S.,4,1045.25
779,"Tanner, Joseph R.",STS-115,283.0,2000,2006,male,1950,U.S.,4,1045.25
780,"Clervoy, Jean-François",STS-66,263.0,1990,1994,male,1958,France,3,675.1
781,"Clervoy, Jean-François",STS-84,221.1,1990,1997,male,1958,France,3,675.1
782,"Clervoy, Jean-François",STS-103,191.0,1990,1999,male,1958,France,3,675.1
783,"Parazynski, Scott E.",STS-66,262.0,1990,1994,male,1961,U.S.,5,1379.0
784,"Parazynski, Scott E.",STS-86,259.0,1990,1997,male,1961,U.S.,5,1379.0
785,"Parazynski, Scott E.",STS-95,213.0,1990,1998,male,1961,U.S.,5,1379.0
786,"Parazynski, Scott E.",STS-100,283.0,2000,2001,male,1961,U.S.,5,1379.0
787,"Parazynski, Scott E.",STS-120,362.0,2000,2007,male,1961,U.S.,5,1379.0
788,"Collins, Eileen M.",STS-63,198.5,1990,1995,female,1956,U.S.,4,872.0
789,"Collins, Eileen M.",STS-84,120.0,1990,1997,female,1956,U.S.,4,872.0
790,"Collins, Eileen M.",STS-93,119.0,1990,1999,female,1956,U.S.,4,872.0
791,"Collins, Eileen M.",STS-114,333.0,2000,2005,female,1956,U.S.,4,872.0
792,"Gregory, William G.",STS-67,399.0,1990,1995,male,1957,U.S.,1,399.0
793,"Grunsfeld, John M.",STS-67,399.0,1990,1995,male,1958,U.S.,5,1405.0
794,"Grunsfeld, John M.",STS-81,244.0,1990,1997,male,1958,U.S.,5,1405.0
795,"Grunsfeld, John M.",STS-103,191.0,1990,1999,male,1958,U.S.,5,1405.0
796,"Grunsfeld, John M.",STS-109,262.0,2000,2002,male,1958,U.S.,5,1405.0
797,"Grunsfeld, John M.",STS-125,309.0,2000,2009,male,1958,U.S.,5,1405.0
798,"Lawrence, Wendy B.",STS-67,399.0,1990,1995,female,1959,U.S.,4,1226.0
799,"Lawrence, Wendy B.",STS-86,259.0,1990,1997,female,1959,U.S.,4,1226.0
800,"Lawrence, Wendy B.",STS-91,235.0,1990,1998,female,1959,U.S.,4,1226.0
801,"Lawrence, Wendy B.",STS-114,333.0,2000,2005,female,1959,U.S.,4,1226.0
802,"Dezhurov, Vladimir N.",18,2768.0,1990,1995,male,1962,U.S.S.R/Russia,2,5861.47
803,"Dezhurov, Vladimir N.",3,3092.0,2000,2001,male,1962,U.S.S.R/Russia,2,5861.47
804,"Budarin, Nikolai",19,1811.0,1990,1995,male,1953,U.S.S.R/Russia,3,10657.42
805,"Budarin, Nikolai",25,4980.0,1990,1998,male,1953,U.S.S.R/Russia,3,10657.42
806,"Budarin, Nikolai",6,3865.0,2000,2002,male,1953,U.S.S.R/Russia,3,10657.42
807,Kregel Kevin R.,STS-70,214.0,1990,1995,male,1956,U.S.,4,1266.35
808,Kregel Kevin R.,STS-78,405.0,1990,1996,male,1956,U.S.,4,1266.35
809,Kregel Kevin R.,STS-87,376.0,1990,1997,male,1956,U.S.,4,1266.35
810,Kregel Kevin R.,STS-99,269.0,2000,2000,male,1956,U.S.,4,1266.35
811,"Weber, Mary E.",STS-70,236.0,1990,1995,female,1962,U.S.,2,450.5
812,"Weber, Mary E.",STS-101,214.0,2000,2000,female,1962,U.S.,2,450.5
813,"Gidzenko, Yuri",20,4297.0,1990,1995,male,1962,U.S.S.R/Russia,3,7918.73
814,"Gidzenko, Yuri",1,3383.0,2000,2000,male,1962,U.S.S.R/Russia,3,7918.73
815,"Gidzenko, Yuri",Soyuz  3,237.0,2000,2002,male,1962,U.S.S.R/Russia,3,7918.73
816,"Reiter, Thomas",20,4297.6,1990,1995,male,1958,Germany,2,8405.58
817,"Reiter, Thomas",13,4108.0,2000,2006,male,1958,Germany,2,8405.58
818,"Gernhardt, Michael L.",STS-69,260.5,1990,1995,male,1956,U.S.,4,1039.05
819,"Gernhardt, Michael L.",STS-83,95.2,1990,1997,male,1956,U.S.,4,1039.05
820,"Gernhardt, Michael L.",STS-94,376.75,1990,1997,male,1956,U.S.,4,1039.05
821,"Gernhardt, Michael L.",STS-104,306.6,2000,2001,male,1956,U.S.,4,1039.05
822,"Rominger, Kent V.",STS-73,381.0,1990,1995,male,1956,U.S.,5,1608.0
823,"Rominger, Kent V.",STS-80,423.0,1990,1996,male,1956,U.S.,5,1608.0
824,"Rominger, Kent V.",STS-85,55.0,1990,1997,male,1956,U.S.,5,1608.0
825,"Rominger, Kent V.",STS-96,235.0,1990,1999,male,1956,U.S.,5,1608.0
826,"Rominger, Kent V.",STS-100,285.0,2000,2001,male,1956,U.S.,5,1608.0
827,"Coleman, Catherine G.",STS-73,382.0,1990,1995,female,1960,U.S.,3,500.0
828,"Coleman, Catherine G.",STS-93,119.0,1990,1999,female,1960,U.S.,3,500.0
829,"Coleman, Catherine G.",26,3823.0,2010,2011,female,1960,U.S.,3,500.0
830,"Lopez-Alegria, Michael E.",STS-73,381.0,1990,1995,male,1958,U.S.,4,6190.67
831,"Lopez-Alegria, Michael E.",STS-92,309.0,2000,2000,male,1958,U.S.,4,6190.67
832,"Lopez-Alegria, Michael E.",STS-113,330.0,2000,2002,male,1958,U.S.,4,6190.67
833,"Lopez-Alegria, Michael E.",14,5168.0,2000,2007,male,1958,U.S.,4,6190.67
834,"Leslie, Fred Weldon",STS-73,382.02,1990,1995,male,1951,U.S.,1,382.02
835,"Sacco, Albert Jr.",STS-73,382.02,1990,1995,male,1949,U.S.,1,382.02
836,Chris Hadfield,STS-74,196.5,1990,1995,male,1959,Canada,3,4191.82
837,Chris Hadfield,STS-100,285.5,2000,2001,male,1959,Canada,3,4191.82
838,Chris Hadfield,34,3710.32,2010,2012,male,1959,Canada,3,4191.82
839,"Jett, Brent W.",STS-72,214.0,1990,1996,male,1958,U.S.,4,1002.02
840,"Jett, Brent W.",STS-81,244.0,1990,1997,male,1958,U.S.,4,1002.02
841,"Jett, Brent W.",STS-97,259.0,2000,2000,male,1958,U.S.,4,1002.02
842,"Jett, Brent W.",STS-115,283.0,2000,2006,male,1958,U.S.,4,1002.02
843,"Scott, Winston E.",STS-72,214.0,1990,1996,male,1950,U.S.,2,590.0
844,"Scott, Winston E.",STS-87,376.0,1990,1997,male,1950,U.S.,2,590.0
845,"Wakata, Koichi",STS-72,214.0,1990,1996,male,1963,Japan,4,8336.5
846,"Wakata, Koichi",STS-92,309.75,2000,2000,male,1963,Japan,4,8336.5
847,"Wakata, Koichi",18,3303.0,2000,2009,male,1963,Japan,4,8336.5
848,"Wakata, Koichi",38,4509.75,2010,2013,male,1963,Japan,4,8336.5
849,"Barry, Daniel T.",STS-72,214.0,1990,1996,male,1953,U.S.,3,734.0
850,"Barry, Daniel T.",STS-96,235.0,1990,1999,male,1953,U.S.,3,734.0
851,"Barry, Daniel T.",STS-105,285.0,2000,2001,male,1953,U.S.,3,734.0
852,"Onufrienko, Yuri",21,4651.0,1990,1996,male,1961,U.S.S.R/Russia,2,9350.77
853,"Onufrienko, Yuri",4,4699.0,2000,2001,male,1961,U.S.S.R/Russia,2,9350.77
854,"Horowitz, Scott J.",STS-75,378.0,1990,1996,male,1957,U.S.,4,1138.68
855,"Horowitz, Scott J.",STS-82,277.0,1990,1997,male,1957,U.S.,4,1138.68
856,"Horowitz, Scott J.",STS-101,237.0,2000,2000,male,1957,U.S.,4,1138.68
857,"Horowitz, Scott J.",STS-105,285.0,2000,2001,male,1957,U.S.,4,1138.68
858,"Cheli, Maurizio",STS-75,377.68,1990,1996,male,1959,Italy,1,377.68
859,"Guidoni, Umberto",STS-75,377.67,1990,1996,male,1954,Italy,2,663.17
860,"Guidoni, Umberto",STS-100,285.5,2000,2001,male,1954,Italy,2,663.17
861,"Thomas, Andrew S. W.",STS-77,240.0,1980,1983,male,1951,Australia,4,4264.0
862,"Thomas, Andrew S. W.",24,3384.0,1990,1998,male,1951,Australia,4,4264.0
863,"Thomas, Andrew S. W.",STS-102,307.0,2000,2001,male,1951,Australia,4,4264.0
864,"Thomas, Andrew S. W.",STS-114,333.0,2000,2005,male,1951,Australia,4,4264.0
865,"Linnehan, Richard M.",STS-78,405.0,1990,1996,male,1957,U.S.,4,1427.0
866,"Linnehan, Richard M.",STS-90,382.0,1990,1998,male,1957,U.S.,4,1427.0
867,"Linnehan, Richard M.",STS-109,262.0,2000,2002,male,1957,U.S.,4,1427.0
868,"Linnehan, Richard M.",STS-123,378.0,2000,2008,male,1957,U.S.,4,1427.0
869,"Brady, Charles E., Jr.",STS-78,405.0,1990,1996,male,1951,U.S.,1,405.0
870,"Favier, Jean-Jacques",STS-78,405.8,1990,1996,male,1949,France,1,405.8
871,Robert Thirsk,STS-78,405.8,1990,1996,male,1953,Canada,2,4917.8
872,Robert Thirsk,20,4512.0,2000,2009,male,1953,Canada,2,4917.8
873,"Korzun, Valery",22,4721.0,1990,1996,male,1953,U.S.S.R/Russia,2,9159.68
874,"Korzun, Valery",5,4438.0,2000,2002,male,1953,U.S.S.R/Russia,2,9159.68
875,"André-Deshays, Claudie (Haigneré)",Soyuz TM-24/23,378.4,1990,1996,female,1957,France,2,614.37
876,"André-Deshays, Claudie (Haigneré)",Soyuz TM-33/32,236.0,2000,2001,female,1957,France,2,614.37
877,"Lazutkin, Aleksandr",23,4438.0,1990,1997,male,1957,U.S.S.R/Russia,1,4438.12
878,"Ewald, Reinhold",Soyuz TM-25/24,472.57,1990,1997,male,1956,Germany,1,472.57
879,"Kilrain-Still, Susan L.",STS-83,95.0,1990,1997,female,1961,U.S.,2,471.0
880,"Kilrain-Still, Susan L.",STS-94,376.0,1990,1997,female,1961,U.S.,2,471.0
881,"Crouch, Roger Keith",STS-83,95.54,1990,1997,male,1940,U.S.,2,4576.07
882,"Crouch, Roger Keith",STS-94,377.01,1990,1997,male,1940,U.S.,2,4576.07
883,"Linteris, Gregory Thomas",STS-83,95.54,1990,1997,male,1957,U.S.,2,4576.07
884,"Linteris, Gregory Thomas",STS-94,377.01,1990,1997,male,1957,U.S.,2,4576.07
885,"Noriega, Carlos I.",STS-84,221.0,1990,1997,male,1959,U.S.,2,481.0
886,"Noriega, Carlos I.",STS-97,260.0,2000,2000,male,1959,U.S.,2,481.0
887,"Lu, Edward T.",STS-84,221.0,1990,1997,male,1963,U.S.,3,4943.3
888,"Lu, Edward T.",STS-106,283.0,2000,2000,male,1963,U.S.,3,4943.3
889,"Lu, Edward T.",7,4439.0,2000,2003,male,1963,U.S.,3,4943.3
890,"Vinogradov, Pavel",24,4745.0,1990,1997,male,1953,U.S.S.R/Russia,3,13126.53
891,"Vinogradov, Pavel",13,4390.0,2000,2006,male,1953,U.S.S.R/Russia,3,13126.53
892,"Vinogradov, Pavel",35,3990.0,2010,2013,male,1953,U.S.S.R/Russia,3,13126.53
893,"Curbeam, Robert L., Jr.",STS-85,284.0,1990,1997,male,1962,U.S.,3,902.0
894,"Curbeam, Robert L., Jr.",STS-98,309.0,2000,2001,male,1962,U.S.,3,902.0
895,"Curbeam, Robert L., Jr.",STS-116,309.0,2000,2006,male,1962,U.S.,3,902.0
896,"Robinson, Stephen K.",STS-85,284.0,1990,1997,male,1955,U.S.,4,1156.0
897,"Robinson, Stephen K.",STS-95,213.0,1990,1998,male,1955,U.S.,4,1156.0
898,"Robinson, Stephen K.",STS-114,333.0,2000,2005,male,1955,U.S.,4,1156.0
899,"Robinson, Stephen K.",STS-130,330.0,2010,2010,male,1955,U.S.,4,1156.0
900,Bjarni Tryggvason,STS-85,284.0,1990,1997,male,1945,Canada,1,284.0
901,"Bloomfield, Michael J.",STS-86,259.0,1990,1997,male,1959,U.S.,3,779.0
902,"Bloomfield, Michael J.",STS-97,260.0,2000,2000,male,1959,U.S.,3,779.0
903,"Bloomfield, Michael J.",STS-110,260.0,2000,2002,male,1959,U.S.,3,779.0
904,"Lindsey, Steven W.",STS-87,376.0,1990,1997,male,1960,U.S.,5,1508.0
905,"Lindsey, Steven W.",STS-95,213.0,1990,1998,male,1960,U.S.,5,1508.0
906,"Lindsey, Steven W.",STS-104,306.0,2000,2002,male,1960,U.S.,5,1508.0
907,"Lindsey, Steven W.",STS-121,306.0,2000,2006,male,1960,U.S.,5,1508.0
908,"Lindsey, Steven W.",STS-133,307.0,2010,2011,male,1960,U.S.,5,1508.0
909,"Chawla, Kalpana",STS-87,376.0,1990,1997,female,1962,U.S.,2,758.0
910,"Chawla, Kalpana",STS-107,382.0,2000,2003,female,1962,U.S.,2,758.0
911,"Doi, Takao",STS-87,376.5,1990,1997,male,1954,Japan,2,763.6
912,"Doi, Takao",STS-123,378.3,2000,2008,male,1954,Japan,2,763.6
913,"Kadenyuk, Leonid",STS87,376.0,1990,1997,male,1951,U.S.S.R/Ukraine,1,376.57
914,"Edwards, Joe F., Jr.",STS-89,211.0,1990,1998,male,1958,U.S.,1,211.0
915,"Reilly, James F.",STS-89,211.0,1990,1998,male,1954,U.S.,3,853.0
916,"Reilly, James F.",STS-104,306.0,2000,2001,male,1954,U.S.,3,853.0
917,"Reilly, James F.",STS-117,336.0,2000,2007,male,1954,U.S.,3,853.0
918,"Anderson, Michael P.",STS-89,211.0,1990,1998,male,1959,U.S.,2,593.0
919,"Anderson, Michael P.",STS-107,382.0,2000,2003,male,1959,U.S.,2,593.0
920,"Sharipov, Salizhan",24,211.0,1990,1998,male,1964,U.S.S.R/Russia,2,4838.83
921,"Sharipov, Salizhan",10,4627.0,2000,2004,male,1964,U.S.S.R/Russia,2,4838.83
922,"Eyharts, Léopold",Soyuz TM-27/26,496.5,1990,1998,male,1957,France,2,1653.52
923,"Eyharts, Léopold",16,1157.0,2000,2008,male,1957,France,2,1653.52
924,"Altman, Scott D.",STS-90,382.0,1990,1998,male,1959,U.S.,4,1224.0
925,"Altman, Scott D.",STS-106,283.0,2000,2000,male,1959,U.S.,4,1224.0
926,"Altman, Scott D.",STS-109,262.0,2000,2002,male,1959,U.S.,4,1224.0
927,"Altman, Scott D.",STS-125,309.0,2000,2009,male,1959,U.S.,4,1224.0
928,"Hire, Kathryn P.",STS-90,381.0,1990,1998,female,1959,U.S.,2,711.0
929,"Hire, Kathryn P.",STS-130,330.0,2010,2010,female,1959,U.S.,2,711.0
930,"Williams, Dafydd Rhys",STS-90,381.85,1990,1998,male,1954,Canada,2,676.85
931,"Williams, Dafydd Rhys",STS-118,305.0,2000,2007,male,1954,Canada,2,676.85
932,"Buckey, Jay Clark Jr.",STS-90,382.31,1990,1998,male,1956,U.S.,1,382.31
933,"Pawelczyk, James Anthony",STS-90,382.31,1990,1998,male,1960,U.S.,1,382.31
934,"Gorie, Dominic L.",STS-91,235.0,1990,1998,male,1957,U.S.,4,1176.1
935,"Gorie, Dominic L.",STS-99,269.0,2000,2000,male,1957,U.S.,4,1176.1
936,"Gorie, Dominic L.",STS-108,283.0,2000,2001,male,1957,U.S.,4,1176.1
937,"Gorie, Dominic L.",STS-123,378.0,2000,2008,male,1957,U.S.,4,1176.1
938,"Kavandi, Janet L.",STS-91,235.0,1990,1998,female,1957,U.S.,3,810.0
939,"Kavandi, Janet L.",STS-99,269.0,2000,2000,female,1957,U.S.,3,810.0
940,"Kavandi, Janet L.",STS-104,306.0,2000,2001,female,1957,U.S.,3,810.0
941,"Padalka, Gennady",26,4768.0,1990,1998,male,1958,U.S.S.R/Russia,5,21083.52
942,"Padalka, Gennady",9,4509.0,2000,2004,male,1958,U.S.S.R/Russia,5,21083.52
943,"Padalka, Gennady",19,4768.0,2000,2009,male,1958,U.S.S.R/Russia,5,21083.52
944,"Padalka, Gennady",31,2999.0,2010,2012,male,1958,U.S.S.R/Russia,5,21083.52
945,"Padalka, Gennady",43,4037.0,2010,2015,male,1958,U.S.S.R/Russia,5,21083.52
946,"Baturin, Yuri",26,283.0,1990,1998,male,1949,U.S.S.R/Russia,2,473.75
947,"Duque, Pedro",STS-95,213.73,1990,1998,male,1963,Spain,2,450.76
948,"Baturin, Yuri",Soyuz TM­32/31,190.0,2000,2001,male,1949,U.S.S.R/Russia,2,473.75
949,"Duque, Pedro",Soyuz TMA-3/2,237.03,2000,2003,male,1963,Spain,2,450.76
950,"Sturckow, Frederick W.",STS-88,283.0,1990,1998,male,1961,U.S.,4,1237.0
951,"Sturckow, Frederick W.",STS-105,285.0,2000,2001,male,1961,U.S.,4,1237.0
952,"Sturckow, Frederick W.",STS-117,336.0,2000,2007,male,1961,U.S.,4,1237.0
953,"Sturckow, Frederick W.",STS-128,333.0,2000,2009,male,1961,U.S.,4,1237.0
954,"Bella, Ivan",27,190.0,1990,1999,male,1964,Slovakia,1,190.0
955,"Husband, Rick D.",STS-96,235.0,1990,1999,male,1957,U.S.,2,617.0
956,"Husband, Rick D.",STS-107,382.0,2000,2003,male,1957,U.S.,2,617.0
957,"Payette, Julie",STS-96,235.23,1990,1999,female,1963,Canada,2,611.98
958,"Payette, Julie",STS-127,376.75,2000,2009,female,1963,Canada,2,611.98
959,"Tokarev, Valeri",STS­96,235.0,1990,1999,male,1952,U.S.S.R/Russia,2,4791.1
960,"Tokarev, Valeri",12,4555.0,2000,2005,male,1952,U.S.S.R/Russia,2,4791.1
961,"Ashby, Jeffrey S.",STS-93,119.0,1990,1999,male,1954,U.S.,3,664.0
962,"Ashby, Jeffrey S.",STS-100,285.5,2000,2001,male,1954,U.S.,3,664.0
963,"Ashby, Jeffrey S.",STS-112,260.0,2000,2002,male,1954,U.S.,3,664.0
964,"Kelly, Scott J.",STS-103,191.0,1990,1999,male,1964,U.S.,4,12490.0
965,"Kelly, Scott J.",STS-118,305.0,2000,2007,male,1964,U.S.,4,12490.0
966,"Kelly, Scott J.",25,3825.0,2010,2011,male,1964,U.S.,4,12490.0
967,"Kelly, Scott J.",43,8163.0,2010,2015,male,1964,U.S.,4,12490.0
968,"Thiele, Gerhard",STS-99,269.65,2000,2000,male,1953,Germany,1,269.65
969,"Zalyotin, Sergei",28,1747.0,2000,2000,male,1962,U.S.S.R/Russia,2,2008.6
970,"Zalyotin, Sergei",Soyuz TMA­1/TM­34,260.0,2000,2002,male,1962,U.S.S.R/Russia,2,2008.6
971,"Williams, Jeffrey N.",STS-101,240.0,2000,2000,male,1958,U.S.,4,12752.0
972,"Williams, Jeffrey N.",13,4320.0,2000,2006,male,1958,U.S.,4,12752.0
973,"Williams, Jeffrey N.",21,4060.0,2010,2010,male,1958,U.S.,4,12752.0
974,"Williams, Jeffrey N.",47,4132.0,2010,2016,male,1958,U.S.,4,12752.0
975,"Mastracchio, Richard A.",STS-106,283.0,2000,2000,male,1960,U.S.,4,5460.0
976,"Mastracchio, Richard A.",STS-118,306.0,2000,2007,male,1960,U.S.,4,5460.0
977,"Mastracchio, Richard A.",STS-131,362.0,2010,2010,male,1960,U.S.,4,5460.0
978,"Mastracchio, Richard A.",38,4509.0,2010,2014,male,1960,U.S.,4,5460.0
979,"Burbank, Daniel C.",STS-106,283.0,2000,2000,male,1961,U.S.,3,4534.0
980,"Burbank, Daniel C.",STS-115,283.0,2000,2006,male,1961,U.S.,3,4534.0
981,"Burbank, Daniel C.",29,3968.0,2010,2011,male,1961,U.S.,3,4534.0
982,"Morukov, Boris",STS­106,283.0,2000,2000,male,1950,U.S.S.R/Russia,1,283.2
983,"Melroy, Pamela A.",STS-92,309.0,2000,2000,female,1961,U.S.,3,930.0
984,"Melroy, Pamela A.",STS-112,259.0,2000,2002,female,1961,U.S.,3,930.0
985,"Melroy, Pamela A.",STS-120,362.0,2000,2007,female,1961,U.S.,3,930.0
986,"Polansky, Mark L.",STS-98,309.0,2000,2001,male,1956,U.S.,3,993.0
987,"Polansky, Mark L.",STS-116,308.0,2000,2006,male,1956,U.S.,3,993.0
988,"Polansky, Mark L.",STS-127,377.0,2000,2009,male,1956,U.S.,3,993.0
989,"Kelly, James M.",STS-102,307.0,2000,2001,male,1959,U.S.,2,640.0
990,"Kelly, James M.",STS-114,333.0,2000,2005,male,1959,U.S.,2,640.0
991,"Richards, Paul W.",STS-102,307.0,2000,2001,male,1964,U.S.,1,307.0
992,"Phillips, John L.",STS-100,285.0,2000,2001,male,1951,U.S.,3,4872.0
993,"Phillips, John L.",11,4296.0,2000,2005,male,1951,U.S.,3,4872.0
994,"Phillips, John L.",STS-119,307.5,2000,2009,male,1951,U.S.,3,4872.0
995,"Lonchakov, Yuri",STS­100,285.0,2000,2001,male,1965,U.S.S.R/Russia,3,4818.65
996,"Lonchakov, Yuri",Soyuz TMA­1/TM­34,260.0,2000,2002,male,1965,U.S.S.R/Russia,3,4818.65
997,"Lonchakov, Yuri",18,4272.0,2000,2008,male,1965,U.S.S.R/Russia,3,4818.65
998,"Tito, Dennis Anthony",ЭП-1,190.13,2000,2001,male,1940,U.S.,1,190.13
999,"Hobaugh, Charles O.",STS-104,306.0,2000,2001,male,1961,U.S.,3,871.78
1000,"Hobaugh, Charles O.",STS-118,305.0,2000,2007,male,1961,U.S.,3,871.78
1001,"Hobaugh, Charles O.",STS-129,259.0,2000,2009,male,1961,U.S.,3,871.78
1002,"Forrester, Patrick G.",STS-105,285.0,2000,2001,male,1957,U.S.,3,950.0
1003,"Forrester, Patrick G.",STS-117,332.0,2000,2007,male,1957,U.S.,3,950.0
1004,"Forrester, Patrick G.",STS-128,333.0,2000,2009,male,1957,U.S.,3,950.0
1005,"Tyurin, Mikhail",3,3092.0,2000,2001,male,1960,U.S.S.R/Russia,3,12770.85
1006,"Tyurin, Mikhail",14,5168.0,2000,2006,male,1960,U.S.S.R/Russia,3,12770.85
1007,"Tyurin, Mikhail",38,4509.0,2010,2013,male,1960,U.S.S.R/Russia,3,12770.85
1008,"Kozeyev, Konstantin",Soyuz TM­33/32,235.0,2000,2001,male,1967,U.S.S.R/Russia,1,235.98
1009,"Kelly, Mark E.",STS-108,283.0,2000,2001,male,1964,U.S.,4,1297.0
1010,"Kelly, Mark E.",STS-121,307.0,2000,2006,male,1964,U.S.,4,1297.0
1011,"Kelly, Mark E.",STS-124,330.0,2000,2008,male,1964,U.S.,4,1297.0
1012,"Kelly, Mark E.",STS-134,377.0,2010,2011,male,1964,U.S.,4,1297.0
1013,"Tani, Daniel M.",STS-108,283.0,2000,2001,male,1961,U.S.,2,3163.0
1014,"Tani, Daniel M.",16,2880.0,2000,2007,male,1961,U.S.,2,3163.0
1015,"Carey, Duane G.",STS-109,262.0,2000,2002,male,1957,U.S.,1,262.0
1016,"Massimino, Michael J.",STS-109,262.0,2000,2002,male,1962,U.S.,2,517.8
1017,"Massimino, Michael J.",STS-125,309.0,2000,2009,male,1962,U.S.,2,517.8
1018,"Frick, Stephen N.",STS-110,260.0,2000,2002,male,1964,U.S.,2,565.0
1019,"Frick, Stephen N.",STS-122,306.0,2000,2008,male,1964,U.S.,2,565.0
1020,"Walheim, Rex J.",STS-110,259.0,2000,2002,male,1962,U.S.,3,872.51
1021,"Walheim, Rex J.",STS-122,306.0,2000,2008,male,1962,U.S.,3,872.51
1022,"Walheim, Rex J.",STS-135,306.5,2010,2011,male,1962,U.S.,3,872.51
