,name,mission_title,hours_mission,decade_of_mission,year_of_mission,sex,year_of_birth,nationality,total_number_of_missions,total_hrs_sum
1023,"Morin, Lee M.",STS-110,259.0,2000,2002,male,1952,U.S.,1,259.0
1024,"Vittori, Roverto",Soyuz TMA-34/TM-33,237.0,2000,2002,male,1964,Italy,3,851.65
1025,"Vittori, Roverto",Soyuz TMA-6/TMA-5,237.0,2000,2005,male,1964,Italy,3,851.65
1026,"Vittori, Roverto",STS-134,377.65,2010,2011,male,1964,Italy,3,851.65
1027,"Shuttleworth, M. Richard",Soyuz TM-34 / Soyuz TM-33,237.0,2000,2002,male,1973,Republic of South Africa,1,237.0
1028,"Lockhart, Paul S.",STS-111,332.0,2000,2002,male,1956,U.S.,2,663.38
1029,"Lockhart, Paul S.",STS-113,330.0,2000,2002,male,1956,U.S.,2,663.38
1030,"Perrin, Philippe",STS-111,332.58,2000,2002,male,1963,France,1,332.58
1031,"Whitson, Peggy A.",5,4438.0,2000,2002,female,1960,U.S.,3,15982.0
1032,"Whitson, Peggy A.",16,4603.0,2000,2008,female,1960,U.S.,3,15982.0
1033,"Whitson, Peggy A.",50,6941.0,2010,2016,female,1960,U.S.,3,15982.0
1034,"Treshchov, Sergei",5,4438.0,2000,2002,male,1958,U.S.S.R/Russia,1,4438.25
1035,"Magnus, Sandra H.",STS-112,260.0,2000,2002,female,1964,U.S.,3,3776.0
1036,"Magnus, Sandra H.",18,3210.0,2000,2008,female,1964,U.S.,3,3776.0
1037,"Magnus, Sandra H.",STS-135,306.0,2010,2011,female,1964,U.S.,3,3776.0
1038,"Sellers, Piers J.",STS-112,259.0,2000,2002,male,1955,U.K./U.S.,3,839.0
1039,"Sellers, Piers J.",STS-121,306.0,2000,2006,male,1955,U.K./U.S.,3,839.0
1040,"Sellers, Piers J.",STS-132,282.5,2010,2010,male,1955,U.K./U.S.,3,839.0
1041,"Yurchikhin, Fyodor",STS­112,259.0,2000,2002,male,1959,U.S.S.R/Russia,5,16147.0
1042,"Yurchikhin, Fyodor",15,4721.0,2000,2007,male,1959,U.S.S.R/Russia,5,16147.0
1043,"Yurchikhin, Fyodor",24,3919.0,2010,2010,male,1959,U.S.S.R/Russia,5,16147.0
1044,"Yurchikhin, Fyodor",36,3990.0,2010,2013,male,1959,U.S.S.R/Russia,5,16147.0
1045,"Yurchikhin, Fyodor",51,3258.0,2010,2017,male,1959,U.S.S.R/Russia,5,16147.0
1046,"De Winne, Frank",Soyuz TMA-1/TM-34,261.0,2000,2002,male,1961,Belgium,2,4769.58
1047,"De Winne, Frank",20,4508.6,2000,2009,male,1961,Belgium,2,4769.58
1048,"Herrington, John B.",STS-113,330.0,2000,2002,male,1958,U.S.,1,330.0
1049,"Pettit, Donald R.",6,3865.0,2000,2002,male,1955,U.S.,3,8872.5
1050,"Pettit, Donald R.",STS-126,380.5,2000,2008,male,1955,U.S.,3,8872.5
1051,"Pettit, Donald R.",30,4627.0,2010,2011,male,1955,U.S.,3,8872.5
1052,"McCool, William C.",STS-107,382.0,2000,2003,male,1961,U.S.,1,382.0
1053,"Brown, David M.",STS-107,382.0,2000,2003,male,1956,U.S.,1,382.0
1054,"Clark, Laurel B.",STS-107,382.0,2000,2003,female,1961,U.S.,1,382.0
1055,"Ramon, Ilan",STS-107,382.33,2000,2003,male,1954,Israel,1,382.33
1056,"Yang, Liwei",Shenzhou 5,21.0,2000,2005,male,1965,China,1,21.0
1057,"Fincke, E. Michael",9,4501.0,2000,2004,male,1967,U.S.,3,9159.0
1058,"Fincke, E. Michael",18,4280.0,2000,2009,male,1967,U.S.,3,9159.0
1059,"Fincke, E. Michael",STS-134,378.0,2010,2011,male,1967,U.S.,3,9159.0
1060,"Kuipers, Andre",Soyuz TMA-4/TMA-3,261.0,2000,2004,male,1958,Netherland,2,4888.0
1061,"Kuipers, Andre",30,4627.0,2010,2012,male,1958,Netherland,2,4888.0
1062,"Shargin, Yuri",Soyuz TMA­5,237.0,2000,2004,male,1960,U.S.S.R/Russia,1,237.5
1063,"Noguchi, Soichi",STS-114,333.55,2000,2005,male,1965,Japan,2,4251.1
1064,"Noguchi, Soichi",22,3917.55,2000,2009,male,1965,Japan,2,4251.1
1065,"Camarda, Charles J.",STS-114,333.0,2000,2005,male,1952,U.S.,1,333.0
1066,"Olsen, Gregory Hammond",Soyuz TMA-7,237.29,2000,2005,male,1945,U.S.,1,237.29
1067,"Fei, Junlong",Shenzhou 6,115.0,2000,2005,male,1966,China,1,115.0
1068,Nie Haisheng,Shenzhou 6,116.0,2000,2005,male,1964,China,2,466.0
1069,Nie Haisheng,Shenzhou 10,350.0,2000,2008,male,1964,China,2,466.0
1070,"Pontes, Marcos Cesar",Soyuz TMA-8,237.28,2000,2006,male,1963,Brazil,1,237.28
1071,"Fossum, Michael E.",STS-121,307.0,2000,2006,male,1957,U.S.,3,4651.0
1072,"Fossum, Michael E.",STS-124,330.0,2000,2008,male,1957,U.S.,3,4651.0
1073,"Fossum, Michael E.",28,4014.0,2010,2011,male,1957,U.S.,3,4651.0
1074,"Nowak, Lisa M.",STS-121,306.0,2000,2006,female,1963,U.S.,1,306.0
1075,"Wilson, Stephanie D.",STS-121,306.0,2000,2006,female,1966,U.S.,3,1031.77
1076,"Wilson, Stephanie D.",STS-120,362.0,2000,2007,female,1966,U.S.,3,1031.77
1077,"Wilson, Stephanie D.",STS-131,362.0,2010,2010,female,1966,U.S.,3,1031.77
1078,"Ferguson, Christopher J.",STS-115,283.0,2000,2006,male,1961,U.S.,3,672.0
1079,"Ferguson, Christopher J.",STS-126,380.5,2000,2008,male,1961,U.S.,3,672.0
1080,"Ferguson, Christopher J.",STS-135,306.5,2010,2011,male,1961,U.S.,3,672.0
1081,"Stefanyshyn-Piper, Heidemarie M.",STS-115,288.0,2000,2002,female,1963,U.S.,2,648.0
1082,"Stefanyshyn-Piper, Heidemarie M.",STS-126,360.0,2000,2008,female,1963,U.S.,2,648.0
1083,"Ansari, Anousheh",Soyuz TMA-9,261.525,2000,2006,female,1966,U.S.,1,261.525
1084,"Oefelein, William A.",STS-116,308.0,2000,2006,male,1965,U.S.,1,308.0
1085,"Patrick, Nicholas J. M.",STS-116,308.0,2000,2006,male,1964,U.K./U.S.,2,638.0
1086,"Patrick, Nicholas J. M.",STS-130,330.0,2010,2010,male,1964,U.K./U.S.,2,638.0
1087,Christer Fuglesang,STS-116,308.73,2000,2006,male,1957,Sweden,2,641.63
1088,Christer Fuglesang,STS-128,332.9,2000,2009,male,1957,Sweden,2,641.63
1089,"Higginbotham, Joan E.",STS-116,308.0,2000,2006,female,1964,U.S.,1,308.0
1090,"Williams, Sunita L.",14,4674.0,2000,2006,female,1965,U.S.,1,7722.0
1091,"Williams, Sunita L.",32,3048.0,2010,2012,female,1965,U.S.,2,7722.0
1092,"Kotov, Oleg",15,4721.0,2000,2007,male,1965,U.S.S.R/Russia,3,12629.03
1093,"Kotov, Oleg",22,3917.0,2000,2009,male,1965,U.S.S.R/Russia,3,12629.03
1094,"Kotov, Oleg",37,3990.0,2010,2013,male,1965,U.S.S.R/Russia,3,12629.03
1095,"Simonyi, Charles (Karoly)",Soyuz TMA-10,331.4,2000,2007,male,1948,U.S.,2,638.77
1096,"Simonyi, Charles (Karoly)",Soyuz TMA-14,307.85,2000,2009,male,1948,U.S.,2,638.77
1097,"Archambault, Lee J.",STS-117,332.0,2000,2007,male,1960,U.S.,2,639.5
1098,"Archambault, Lee J.",STS-119,307.5,2000,2009,male,1960,U.S.,2,639.5
1099,"Swanson, Steven R.",STS-117,332.22,2000,2007,male,1960,U.S.,3,4646.85
1100,"Swanson, Steven R.",STS-119,307.5,2000,2009,male,1960,U.S.,3,4646.85
1101,"Swanson, Steven R.",39,4007.13,2010,2014,male,1960,U.S.,3,4646.85
1102,"Olivas, John D.",STS-117,332.0,2000,2007,male,1965,U.S.,2,668.0
1103,"Olivas, John D.",STS-128,333.0,2000,2009,male,1965,U.S.,2,668.0
1104,"Anderson, Clayton C.",15,3642.0,2000,2007,male,1959,U.S.,2,4046.0
1105,"Anderson, Clayton C.",STS-131,363.0,2010,2010,male,1959,U.S.,2,4046.0
1106,"Caldwell, Tracy E.",STS-118,306.0,2000,2007,female,1969,U.S.,2,4526.0
1107,"Caldwell, Tracy E.",23,4220.0,2010,2010,female,1969,U.S.,2,4526.0
1108,"Drew, Alvin Benjamin",STS-118,306.0,2000,2007,male,1962,U.S.,2,613.0
1109,"Drew, Alvin Benjamin",STS-133,307.0,2010,2011,male,1962,U.S.,2,613.0
1110,"Morgan, Barbara R.",STS-118,305.0,2000,2007,female,1951,U.S.,1,305.0
1111,"Shukor, Sheikh Muszaphar",Soyuz TMA-11/10,261.23,2000,2007,male,1972,Malysia,1,261.23
1112,"Zamka, George D.",STS-120,362.0,2000,2007,male,1962,U.S.,2,692.53
1113,"Zamka, George D.",STS-130,306.1,2010,2010,male,1962,U.S.,2,692.53
1114,"Wheelock, Douglas H.",STS-120,360.0,2000,2007,male,1960,U.S.,2,4281.57
1115,"Wheelock, Douglas H.",24,3912.0,2010,2010,male,1960,U.S.,2,4281.57
1116,"Nespoli, Paolo A.",STS-120,362.4,2000,2007,male,1957,Italy,3,7514.61
1117,"Nespoli, Paolo A.",26,3823.28,2010,2010,male,1957,Italy,3,7514.61
1118,"Nespoli, Paolo A.",52,3328.93,2010,2017,male,1957,Italy,3,7514.61
1119,"Poindexter, Alan G.",STS-122,306.0,2000,2008,male,1961,U.S.,2,669.0
1120,"Poindexter, Alan G.",STS-131,363.0,2010,2010,male,1961,U.S.,2,669.0
1121,"Melvin, Leland D.",STS-122,306.0,2000,2008,male,1964,U.S.,2,565.0
1122,"Melvin, Leland D.",STS-129,259.0,2000,2009,male,1964,U.S.,2,565.0
1123,"Love, Stanley G.",STS-122,306.0,2000,2008,male,1965,U.S.,1,306.0
1124,"Johnson, Gregory H.",STS-123,378.0,2000,2008,male,1962,U.S.,2,755.83
1125,"Johnson, Gregory H.",STS-134,377.0,2010,2011,male,1962,U.S.,2,755.83
1126,"Behnken, Robert L.",STS-123,378.0,2000,2008,male,1970,U.S.,2,708.0
1127,"Behnken, Robert L.",STS-130,330.0,2010,2010,male,1970,U.S.,2,708.0
1128,"Foreman, Michael J.",STS-123,378.0,2000,2008,male,1957,U.S.,2,637.0
1129,"Foreman, Michael J.",STS-129,259.0,2000,2009,male,1957,U.S.,2,637.0
1130,"Reisman, Garrett E.",16,2289.0,2000,2008,male,1968,U.S.,2,2473.0
1131,"Reisman, Garrett E.",STS-132,282.0,2010,2010,male,1968,U.S.,2,2473.0
1132,"Volkov, Sergei",17,4768.0,2000,2008,male,1973,U.S.S.R/Russia,3,12786.32
1133,"Volkov, Sergei",28,4014.0,2010,2011,male,1973,U.S.S.R/Russia,3,12786.32
1134,"Volkov, Sergei",45,4003.0,2010,2015,male,1973,U.S.S.R/Russia,3,12786.32
1135,"Kononenko, Oleg D.",17,3168.0,2000,2008,male,1964,U.S.S.R/Russia,4,16081.0
1136,"Kononenko, Oleg D.",30,4626.0,2010,2011,male,1964,U.S.S.R/Russia,4,16081.0
1137,"Kononenko, Oleg D.",44,3400.0,2010,2015,male,1964,U.S.S.R/Russia,4,16081.0
1138,"Kononenko, Oleg D.",57,4887.0,2010,2018,male,1964,U.S.S.R/Russia,4,16081.0
1139,"Yi, Soyeon (Lee So-hyun)",Soyuz TMA-12 / Soyuz TMA-11,261.0,2000,2008,female,1978,Korea,1,261.0
1140,"Ham, Kenneth T.",STS-124,330.0,2000,2008,male,1964,U.S.,2,612.0
1141,"Ham, Kenneth T.",STS-132,282.0,2010,2010,male,1964,U.S.,2,612.0
1142,"Nyberg, Karen L.",STS-124,330.0,2000,2008,female,1969,U.S.,2,4320.0
1143,"Nyberg, Karen L.",36,3990.0,2010,2013,female,1969,U.S.,2,4320.0
1144,"Garan, Ronald J., Jr.",STS-124,330.0,2000,2008,male,1961,U.S.,2,4272.0
1145,"Garan, Ronald J., Jr.",27,3942.0,2000,2008,male,1961,U.S.,2,4272.0
1146,"Hoshide, Akihiko",STS-124,306.25,2000,2008,male,1968,Japan,2,3377.5
1147,"Hoshide, Akihiko",32,3047.25,2010,2012,male,1968,Japan,2,3377.5
1148,"Chamitoff, Gregory",17,4392.5,2000,2008,male,1962,U.S.,2,4770.0
1149,"Chamitoff, Gregory",STS-134,377.5,2010,2011,male,1962,U.S.,2,4770.0
1150,"Zhai, Zhigang",Shenzhou 7,68.0,2000,2008,male,1966,China,1,68.0
1151,"Liu, Boming",Shenzhou 7,68.0,2000,2008,male,1966,China,1,68.0
1152,"Jing, Haipeng",Shenzhou 7,68.0,2000,2008,male,1966,China,3,1146.0
1153,"Jing, Haipeng",Shenzhou 9,303.5,2010,2012,male,1966,China,3,1146.0
1154,"Jing, Haipeng",Shenzhou 11,774.5,2010,2016,male,1966,China,3,1146.0
1155,"Garriott, Richard Allen",Soyuz TMA-13,284.89,2000,2008,male,1961,U.K./U.S.,1,284.89
1156,"Boe, Eric A.",STS-126,380.0,2000,2008,male,1964,U.S.,2,687.0
1157,"Boe, Eric A.",STS-133,307.0,2010,2011,male,1964,U.S.,2,687.0
1158,"Bowen, Stephen G.",STS-126,380.0,2000,2008,male,1964,U.S.,3,970.0
1159,"Bowen, Stephen G.",STS-132,283.0,2010,2010,male,1964,U.S.,3,970.0
1160,"Bowen, Stephen G.",STS-133,307.0,2010,2011,male,1964,U.S.,3,970.0
1161,"Kimbrough, Robert S.",STS-126,380.0,2000,2008,male,1967,U.S.,2,10763.25
1162,"Kimbrough, Robert S.",49,10383.25,2010,2016,male,1967,U.S.,2,10763.25
1163,"Antonelli, Dominic A.",STS-119,287.5,2000,2009,male,1967,U.S.,2,579.0
1164,"Antonelli, Dominic A.",STS-132,281.5,2010,2010,male,1967,U.S.,2,579.0
1165,"Acaba, Joseph M.",STS-119,307.0,2000,2009,male,1967,U.S.,3,7272.23
1166,"Acaba, Joseph M.",31,2928.0,2010,2012,male,1967,U.S.,3,7272.23
1167,"Acaba, Joseph M.",53,4037.23,2010,2017,male,1967,U.S.,3,7272.23
1168,"Arnold, Richard R., II",STS-119,307.0,2000,2009,male,1963,U.S.,2,307.0
1169,"Arnold, Richard R., II",55,4722.0,2010,2018,male,1963,U.S.,2,307.0
1170,"Barratt, Michael R.",19,4778.0,2000,2009,male,1959,U.S.,2,5085.0
1171,"Barratt, Michael R.",STS-133,307.0,2010,2011,male,1959,U.S.,2,5085.0
1172,"Johnson, Gregory C.",STS-125,309.63,2000,2009,male,1954,U.S.,1,309.63
1173,"Good, Michael T.",STS-125,309.0,2000,2009,male,1962,U.S.,2,591.15
1174,"Good, Michael T.",STS-132,282.15,2010,2010,male,1962,U.S.,2,591.15
1175,"McArthur, K. Megan",STS-125,309.0,2000,2009,female,1971,U.S.,1,309.0
1176,"Feustel, Andrew J.",STS-125,309.0,2000,2009,male,1965,U.S.,3,687.0
1177,"Feustel, Andrew J.",STS-134,378.0,2010,2011,male,1965,U.S.,3,687.0
1178,"Feustel, Andrew J.",55,4722.0,2010,2018,male,1965,U.S.,3,687.0
1179,"Romanenko, Roman",20,4508.0,2000,2009,male,1971,U.S.S.R/Russia,2,8003.02
1180,"Romanenko, Roman",34,3494.0,2010,2012,male,1971,U.S.S.R/Russia,2,8003.02
1181,"Hurley, Douglas G.",STS-127,377.0,2000,2009,male,1966,U.S.,2,683.0
1182,"Hurley, Douglas G.",STS-135,306.0,2010,2011,male,1966,U.S.,2,683.0
1183,"Cassidy, Christopher J.",STS-127,377.0,2000,2009,male,1970,U.S.,2,4744.0
1184,"Cassidy, Christopher J.",35,3990.0,2010,2013,male,1970,U.S.,2,4744.0
1185,"Marshburn, Thomas H.",STS-127,376.0,2000,2009,male,1960,U.S.,2,3870.0
1186,"Marshburn, Thomas H.",34,3494.0,2010,2013,male,1960,U.S.,2,3870.0
1187,"Kopra, Timothy L.",20,1317.0,2000,2009,male,1963,U.S.,2,3315.0
1188,"Kopra, Timothy L.",46,1920.0,2010,2015,male,1963,U.S.,2,3315.0
1189,"Ford, Kevin A.",STS-128,333.0,2000,2009,male,1960,U.S.,2,3781.0
1190,"Ford, Kevin A.",33,3448.0,2010,2012,male,1960,U.S.,2,3781.0
1191,"Hernandez, Jose M.",STS-128,332.0,2000,2009,male,1962,U.S.,1,332.0
1192,"Stott, Nicole P.",20,1440.0,2000,2009,female,1962,U.S.,2,1747.0
1193,"Stott, Nicole P.",STS-133,307.0,2010,2011,female,1962,U.S.,2,1747.0
1194,"Surayev, Maksim",40,3968.0,2010,2014,male,1972,U.S.S.R/Russia,2,8028.18
1195,"Surayev, Maksim",21,4060.0,2000,2009,male,1972,U.S.S.R/Russia,2,8028.18
1196,Guy Laliberte,Soyuz TMA-16/14,261.28,2000,2009,male,1959,Canada,1,261.28
1197,"Wilmore, Barry E.",STS-129,259.0,2000,2009,male,1962,U.S.,2,4272.0
1198,"Wilmore, Barry E.",41,4013.0,2010,2014,male,1962,U.S.,2,4272.0
1199,"Bresnik, Randolph J.",STS-129,259.0,2000,2009,male,1967,U.S.,2,3587.93
1200,"Bresnik, Randolph J.",52,3328.93,2010,2017,male,1967,U.S.,2,3587.93
1201,"Satcher, Robert L.",STS-129,259.0,2000,2009,male,1965,U.S.,1,259.0
1202,"Creamer, Timothy J.",22,3912.0,2000,2009,male,1959,U.S.,1,3912.0
1203,"Virts, Terry W., Jr.",STS-130,330.1,2010,2010,male,1967,U.S.,2,5113.62
1204,"Virts, Terry W., Jr.",42,4783.5,2010,2014,male,1967,U.S.,2,5113.62
1205,"Skvortsov, Aleksandr Jr.",23,4225.0,2010,2010,male,1966,U.S.S.R/Russia,3,12588.98
1206,"Skvortsov, Aleksandr Jr.",39,4061.0,2010,2014,male,1966,U.S.S.R/Russia,3,12588.98
1207,"Skvortsov, Aleksandr Jr.",60,4302.98,2010,2019,male,1966,U.S.S.R/Russia,3,12588.98
1208,"Korniyenko, Mikhail",23,4225.0,2010,2010,male,1960,U.S.S.R/Russia,2,12005.43
1209,"Korniyenko, Mikhail",43,7798.0,2010,2015,male,1960,U.S.S.R/Russia,2,12005.43
1210,"Dutton, James P.",STS-131,362.0,2010,2010,male,1968,U.S.,1,362.0
1211,"Metcalf-Lindenburger, Dorothy M.",STS-131,362.0,2010,2010,female,1975,U.S.,1,362.0
1212,"Yamazaki, Naoko",STS-131,362.8,2010,2010,female,1970,Japan,1,362.8
1213,"Walker, Shannon",24,3919.18,2010,2010,female,1965,U.S.,1,3919.18
1214,"Skripochka, Oleg",25,3824.0,2010,2010,male,1969,U.S.S.R/Russia,3,10653.3
1215,"Skripochka, Oleg",47,4131.77,2010,2016,male,1969,U.S.S.R/Russia,3,10653.3
1216,"Skripochka, Oleg",61,2697.53,2010,2019,male,1969,U.S.S.R/Russia,3,10653.3
1217,"Kondratyev, Dmitri",26,3823.0,2010,2010,male,1969,U.S.S.R/Russia,1,3823.28
1218,"Samokutyayev, Aleksandr",27,3941.0,2010,2011,male,1970,U.S.S.R/Russia,2,7955.38
1219,"Samokutyayev, Aleksandr",41,4013.0,2010,2014,male,1970,U.S.S.R/Russia,2,7955.38
1220,"Borisenko, Andrei",27,3941.0,2010,2011,male,1964,U.S.S.R/Russia,2,14324.25
1221,"Borisenko, Andrei",49,10383.25,2010,2016,male,1964,U.S.S.R/Russia,2,14324.25
1222,"Furukawa, Satoshi",28,4014.0,2010,2011,male,1964,Japan,1,4014.0
1223,"Shkaplerov, Anton",29,3967.0,2010,2011,male,1972,U.S.S.R/Russia,3,12796.0
1224,"Shkaplerov, Anton",42,4792.0,2010,2014,male,1972,U.S.S.R/Russia,3,12796.0
1225,"Shkaplerov, Anton",54,4037.0,2010,2017,male,1972,U.S.S.R/Russia,3,12796.0
1226,"Ivanishin, Anatoli",29,3967.0,2010,2011,male,1969,U.S.S.R/Russia,2,6729.0
1227,"Ivanishin, Anatoli",48,2762.0,2010,2016,male,1969,U.S.S.R/Russia,2,6729.0
1228,"Revin, Sergei",31,2999.0,2010,2012,male,1966,U.S.S.R/Russia,1,2999.87
1229,"Liu, Wang",Shenzhou 9,303.5,2010,2012,male,1969,China,1,312.0
1230,"Liu, Yang",Shenzhou 9,303.5,2010,2012,female,1978,China,1,312.0
1231,"Novitski, Oleg",33,3448.0,2010,2012,male,1971,U.S.S.R/Russia,2,8169.83
1232,"Novitski, Oleg",50,4721.83,2010,2016,male,1971,U.S.S.R/Russia,2,8169.83
1233,"Tarelkin, Yevgeni",33,3448.0,2010,2012,male,1974,U.S.S.R/Russia,1,3448.25
1234,"Misurkin, Aleksandr",35,3990.25,2010,2013,male,1977,U.S.S.R/Russia,2,8027.5
1235,"Misurkin, Aleksandr",53,4037.25,2010,2017,male,1977,U.S.S.R/Russia,2,8027.5
1236,"Parmitano, Luca",36,3990.28,2010,2013,male,1976,Italy,2,8293.31
1237,"Parmitano, Luca",,4303.03,2010,2019,male,1976,Italy,2,8293.31
1238,"Zhang, Xiaoguang",Shenzhou 10,350.0,2010,2013,male,1968,China,1,350.0
1239,"Wang, Yapi",Shenzhou 10,350.0,2010,2013,male,1980,China,1,350.0
1240,"Ryazanski, Sergei",37,3990.0,2010,2013,male,1974,U.S.S.R/Russia,2,7318.93
1241,"Ryazanski, Sergei",52,3328.93,2010,2017,male,1974,U.S.S.R/Russia,2,7318.93
1242,"Hopkins, Michael Scott",37,3990.42,2010,2013,male,1968,U.S.,1,3990.42
1243,"Artemyev, Oleg",39,4062.0,2010,2014,male,1970,U.S.S.R/Russia,2,8784.0
1244,"Artemyev, Oleg",55,4722.0,2010,2018,male,1970,U.S.S.R/Russia,2,8784.0
1245,"Wiseman, Gregory Reid",40,3968.1,2010,2014,male,1975,U.S.,1,3968.1
1246,"Gerst, Alexander",40,3968.02,2010,2014,male,1976,Germany,2,8689.84
1247,"Gerst, Alexander",56,4721.82,2010,2018,male,1976,Germany,2,8689.84
1248,"Serova, Yelena",41,4013.0,2010,2014,female,1976,U.S.S.R/Russia,1,4013.7
1249,"Cristofretti, Samantha",42,4783.5,2010,2014,female,1977,Italy,1,4783.5
1250,"Yui, Kimiya",44,3400.0,2010,2015,male,1970,Japan,1,3400.0
1251,"Lindgren, Kjell Norwood",44,3400.15,2010,2015,male,1973,U.S.,1,3400.15
1252,"Mogensen, Andreas",Soyuz TMA-18M/16M,236.23,2010,2015,male,1976,Denmark,1,236.23
1253,Aidyn (Aydyn) Akanovich Aimbetov,Soyuz TMA-18M/16M,236.23,2010,2015,male,1972,Kazakhstan,1,236.23
1254,"Peake, Timothy Nigel",46,4462.0,2010,2015,male,1972,U.K.,1,4462.0
1255,"Ovchinin, Aleksey",47,4132.0,2010,2016,male,1971,U.S.S.R/Russia,3,8995.75
1256,"Ovchinin, Aleksey",57,0.0,2010,2019,male,1971,U.S.S.R/Russia,3,8995.75
1257,"Ovchinin, Aleksey",59,4863.75,2010,2019,male,1971,U.S.S.R/Russia,3,8995.75
1258,"Onishi, Takuya",48,6902.35,2010,2016,male,1975,Japan,1,6902.35
1259,"Rubins, Kathleen",48,6902.35,2010,2016,female,1978,U.S.,1,6902.35
1260,"Chen, Dong",Shenzhou 11,774.5,2010,2016,male,1978,China,1,774.5
1261,"Ryzhikov, Sergey",49,10383.25,2010,2016,male,1974,U.S.S.R/Russia,1,10383.25
1262,"Pesquet, Thomas",50,4721.83,2010,2016,male,1978,France,1,15105.08
1263,"Fischer, Jack",51,3258.13,2010,2017,male,1974,U.S.,1,3258.13
1264,"Vande Hei, Mark",53,4037.23,2010,2017,male,1966,U.S.,1,4037.23
1265,"Tingle, Scott",54,4037.0,2010,2017,male,1965,U.S.,1,4037.0
1266,"Kanai, Norishige",54,4037.0,2010,2017,male,1976,Japan,1,4037.0
1267,"Prokopyev, Sergei",56,4722.0,2010,2018,male,1975,U.S.S.R/Russia,1,4722.0
1268,"Auñón-Chancellor, Serena",56,4722.0,2010,2018,female,1976,U.S.,1,4722.0
1269,"Hague, Tyler",57,0.0,2010,2018,male,1975,U.S.,2,4864.0
1270,"Hague, Tyler",59,4864.0,2010,2019,male,1975,U.S.,2,4864.0
1271,"Saint-Jaques, David",57,4887.0,2010,2018,male,1970,Canada,1,4887.0
1272,"McClain, Anne Charlotte",57,4887.0,2010,2018,female,1979,U.S.,1,4887.0
1273,"Koch, Christina",59,7372.3,2010,2019,female,1979,U.S.,1,7372.3
1274,"Morgan, Andrew",60,4303.08,2010,2019,male,1976,U.S.,1,4303.08
1275,"Meir, Jessica",60,2697.6,2010,2019,female,1977,U.S.,1,2697.6
1276,"Al Mansoori, Hazzaa",EP-19,189.0,2010,2019,male,1983,UAE,1,189.0
